CustomerID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Annual_Income,Total_Debt,Avg_Monthly_Revenue,Avg_Monthly_Expenses,Savings_Account_Balance,Tenure,Loan_Repayments,Credit_Card_Fees,Overdraft_Fees,Investment_Account_Balance,Customer_Segment,Branch_Region,Customer_Support_Interactions,Digital_Banking_Usage,Churn,Risk_Score,Default_History
CUST004389,30,Male,Widowed,Undergraduate,Employed,47928.4,9979.72,1486.1,1006.28,8395.37,11,936.54,159.33,23.43,44317.3,Private,North,13,99,No,600.06,No
CUST004390,24,Male,Divorced,Postgraduate,Employed,48583.16,24199.4,1398.78,864.46,11004.85,4,262.62,78.28,9.78,19142.91,Retail,West,15,79,No,785.93,No
CUST004391,34,Male,Divorced,Undergraduate,Employed,45532.73,8615.69,988.58,707.76,16039.53,32,274.64,144.94,46.31,40979.08,Retail,North,19,9,Yes,720.55,No
CUST004392,48,Female,Married,Postgraduate,Employed,54267.1,26033.2,1804.41,1264.3,14836.94,24,163.2,194.43,32.98,29251.69,Private,West,6,48,No,720.97,Yes
CUST004393,54,Male,Married,High School,Employed,59930.14,23547.92,2080.3,1499.93,13909.22,34,427.61,44.57,49.43,21311.82,Retail,North,4,18,No,789.7,No
CUST004394,24,Female,Single,Undergraduate,Employed,57674.5,18636.65,2114.09,1471.12,14690.13,3,183.51,151.65,8.44,25237.11,Retail,West,16,12,No,385.32,No
CUST004395,76,Male,Single,Undergraduate,Employed,71811.78,28086.95,4005.73,3126.04,16710.7,38,1227.42,93.8,19.52,24265.28,Private,North,10,27,No,306.36,No
CUST004396,68,Male,Single,Undergraduate,Retired,20729.34,8384.92,947.39,839.6,3462.98,2,121.57,60.5,16.63,4563.84,Retail,South,16,78,No,504.48,No
CUST004397,38,Female,Single,Postgraduate,Employed,69025.74,12574.45,5181.39,4085.16,7995.05,23,913.42,77.61,16.61,64299.06,Private,South,17,77,No,450.69,No
CUST004398,29,Male,Married,Undergraduate,Self-Employed,49256.61,23361.28,3114.93,2326.5,8301.02,20,1233.77,49.96,1.64,26364.31,Retail,South,1,94,No,355.99,No
CUST004399,33,Female,Single,High School,Self-Employed,39596.13,9976.88,3048.47,2458.07,4072.17,8,1352.81,166.76,26.9,37519.37,Retail,South,16,36,No,414.58,No
CUST004400,31,Male,Divorced,Undergraduate,Employed,40940.75,13872.72,1386.44,886.36,10795.93,35,673.24,89.74,30.44,22826.27,Private,East,7,49,No,350.54,Yes
CUST004401,31,Male,Divorced,High School,Self-Employed,85645.02,40745.03,3103.87,2780.44,14942.93,3,969.29,188.77,2.36,49706.64,Private,Central,19,9,No,708.36,No
CUST004402,47,Male,Single,High School,Retired,26959.27,10832.34,1392.8,1136.01,3701.8,32,1431.63,193.95,43.99,17915.88,Retail,Central,9,34,No,588.48,No
CUST004403,36,Male,Single,High School,Employed,47083.47,9602.9,2386.26,1893.16,10508.75,31,1040.25,193.83,10.07,23302.96,Retail,North,12,76,No,428.65,No
CUST004404,40,Female,Divorced,Undergraduate,Employed,41742.54,15849.35,1253.63,1079.27,11649.57,31,1361.53,48.03,7.38,24344.49,High Net Worth,South,5,50,No,782.85,No
CUST004405,79,Male,Divorced,Undergraduate,Self-Employed,47514.65,12862.78,2162.18,1806.31,11516.29,1,1058.01,82.35,9.01,10308.35,Private,South,14,89,No,835.83,No
CUST004406,57,Male,Divorced,Undergraduate,Employed,39341.95,5597.09,1588.51,1262.35,7105.42,12,195.2,75.87,21.08,17439.21,Retail,West,3,50,No,530.45,No
CUST004407,76,Male,Widowed,Undergraduate,Employed,59123.37,24344.65,3137.5,2423.72,13070.37,18,375.64,186.08,4.12,21019.31,Retail,East,17,22,No,706.82,No
CUST004408,32,Female,Widowed,Undergraduate,Unemployed,6186.88,765.07,382.68,262.36,1253.03,24,1416.63,35.57,41.19,4492.43,Private,East,1,5,No,707.03,No
CUST004409,41,Female,Married,High School,Retired,25375.71,5700.74,918.72,750.06,3903.1,36,1281.98,125.95,34,3535.93,High Net Worth,West,0,15,No,609.17,No
CUST004410,48,Male,Single,High School,Self-Employed,83136.79,40706.57,2941.17,2588.61,12956.62,29,691.81,107.37,23.61,45113.25,Retail,West,4,18,No,554.34,No
CUST004411,29,Male,Married,Undergraduate,Employed,54748.92,6484.6,1604.26,989.97,19496.89,25,325.58,195.73,25.03,17069.46,Retail,West,9,77,No,654.32,No
CUST004412,18,Female,Single,Undergraduate,Employed,68330.25,21929.2,3467.89,2974.25,8050.15,23,320.04,193.39,20.3,68278.05,Retail,West,15,15,No,392.94,No
CUST004413,56,Female,Divorced,High School,Unemployed,11404.49,5103.52,446.12,336.42,3522.56,3,1366.81,96.32,35.78,1580.01,Private,South,17,89,Yes,699.39,No
CUST004414,53,Male,Married,Postgraduate,Unemployed,12019.13,2890.08,828.49,714.96,990.89,30,332.69,99.45,47.66,5390.84,Private,North,13,98,No,360.88,No
CUST004415,43,Female,Married,Undergraduate,Self-Employed,74121.22,22107.35,5045.1,3137.99,18134.82,17,640.79,89.22,27.67,18903.42,Retail,South,18,66,No,633.12,No
CUST004416,46,Female,Single,Undergraduate,Unemployed,9886.01,3477.21,378.2,238.35,1875.91,30,1361.13,162.05,28.17,3362.7,Private,West,2,21,No,314.81,No
CUST004417,43,Female,Married,Undergraduate,Employed,70836.73,32616.7,4704.58,3261.06,9585.75,19,146.81,38.03,26.12,47674.87,Retail,Central,10,87,No,790.01,No
CUST004418,21,Female,Married,Undergraduate,Retired,28712.91,3967.88,1133.44,948.44,4009.21,5,983.04,40.91,45.51,15766.15,Retail,West,6,81,No,698.45,Yes
CUST004419,40,Female,Divorced,Undergraduate,Employed,70596.06,12195.41,2619.35,2327.57,11506.84,34,590.83,146.84,31.79,18760.8,Retail,North,7,61,No,558.53,No
CUST004420,33,Male,Single,Undergraduate,Employed,52989.48,5407.19,1956.46,1689.44,10602.01,9,250.9,23,43.72,26061,Retail,Central,10,4,Yes,634.41,Yes
CUST004421,30,Female,Divorced,Undergraduate,Employed,26765.72,12652.93,1233.4,798.75,7997.01,39,894.53,140.79,29.22,11894.86,Private,South,1,48,No,651.32,No
CUST004422,76,Male,Divorced,Postgraduate,Employed,38145.03,8848.63,1787.82,1277.92,10282.29,26,778.86,43.17,34.91,34077.62,Retail,Central,4,1,No,800.45,No
CUST004423,50,Female,Married,Undergraduate,Retired,16166.12,7937.31,492.48,428.64,4555.42,5,238.88,161.51,32.78,13911.59,Retail,West,6,7,No,571.66,No
CUST004424,60,Male,Married,Undergraduate,Self-Employed,96883.52,29364.87,3192.15,2530.69,16645.51,24,474.1,153.13,22.04,10704,Retail,West,2,61,No,624.54,No
CUST004425,39,Male,Married,Undergraduate,Employed,49904.36,10973.94,1279.67,1125.79,10658.54,31,1136.5,52.81,6.86,47824.93,High Net Worth,North,13,53,No,756.58,Yes
CUST004426,42,Female,Single,Undergraduate,Self-Employed,75526.73,12797.26,5876.43,4156.68,9947.53,24,1158.19,156.25,21.09,8023.99,Retail,East,8,95,No,545.57,No
CUST004427,36,Female,Single,Undergraduate,Employed,67633,9469.27,2415.07,1801.47,16211.09,21,938.16,162.24,43.6,15679.94,Private,West,3,35,Yes,441.55,No
CUST004428,30,Male,Divorced,Undergraduate,Employed,42112.65,11285.81,2545.42,1643.82,8518.92,22,254.68,186.6,32.79,40295.05,Retail,South,5,21,No,471.63,No
CUST004429,33,Male,Married,Undergraduate,Unemployed,9800.69,1114.06,639.71,437.14,2000.5,38,1294.33,150.4,47.18,7063.11,Retail,West,19,60,No,391.77,No
CUST004430,65,Male,Single,High School,Employed,47715.99,7200.53,2150.28,1455.43,7865.81,22,341.79,176.17,13.94,18336.5,High Net Worth,West,4,76,No,710.59,No
CUST004431,56,Female,Married,High School,Unemployed,9918.48,3576.52,636.93,524.55,778.22,21,1109.31,134.75,23.59,8465.78,Retail,South,2,5,Yes,817.25,No
CUST004432,48,Female,Married,Postgraduate,Self-Employed,71885.76,10044.8,2184.11,1803.35,13484.62,30,159.62,132.59,37.17,48037.59,Retail,East,3,3,No,317.8,No
CUST004433,45,Male,Single,Postgraduate,Employed,37370.48,9601.49,965.18,688.72,5971.64,10,564.56,141.56,6.62,32840.4,Retail,East,18,59,No,681.46,No
CUST004434,74,Female,Married,Undergraduate,Employed,30864.07,12908.24,1000.47,655.71,8676.89,3,769.71,93.14,4.92,21869.49,Retail,East,3,76,No,521.3,No
CUST004435,28,Female,Single,Undergraduate,Employed,64839.36,21798.46,2395.73,2000.33,13608.11,39,139.15,61.14,37.64,15154.77,Retail,South,5,10,Yes,499.7,No
CUST004436,37,Male,Single,Undergraduate,Unemployed,8673.43,3544.78,392.88,342.79,1346.99,29,340.18,94.4,33.26,6351.26,Retail,South,17,46,Yes,611.81,No
CUST004437,40,Female,Married,High School,Retired,18791.6,6123.91,474.46,385.99,4978.28,25,546.47,126.81,24.04,18393.61,Retail,North,11,50,No,459.37,No
CUST004438,64,Male,Married,Undergraduate,Employed,26934.21,2784.58,821.27,607.82,5261.2,2,1475.51,144.2,3.34,16740.99,Retail,North,0,62,No,836.07,No
CUST004439,79,Female,Single,Undergraduate,Retired,24928.35,6994.46,1803.7,1339.52,4298.68,13,1191.27,102.21,31.38,6399.5,Private,East,18,59,No,714.21,No
CUST004440,36,Male,Married,Undergraduate,Self-Employed,58152.13,14193.96,1215.81,954.78,21369.44,27,1276.98,79.42,33.42,9834.69,Retail,West,3,94,No,554.51,No
CUST004441,70,Male,Single,High School,Retired,16043.4,5551.78,1051.98,863.87,2241.06,29,1034.52,64.44,15.03,15254.68,Retail,West,3,17,No,607.63,Yes
CUST004442,67,Male,Single,Undergraduate,Retired,19493.26,3078.28,1178.73,713.56,3808.01,14,509.35,52.98,4.49,17539.02,Retail,East,19,56,No,360.65,No
CUST004443,35,Male,Single,Undergraduate,Retired,27779.3,8362.06,1292.16,1086.83,4935.32,4,1093.23,105.75,25.21,17849.54,Retail,West,13,44,Yes,678.91,No
CUST004444,42,Female,Single,Undergraduate,Employed,45091.39,9354.74,1891.98,1371.98,9788.49,8,1043.24,147.15,24.32,27256.94,Private,Central,3,19,No,631.63,No
CUST004445,42,Male,Single,Undergraduate,Unemployed,9174.36,1878.31,278.43,239.7,2320.89,5,953.93,169.37,14.75,3391.12,Retail,Central,2,18,No,823.77,No
CUST004446,78,Male,Divorced,Postgraduate,Self-Employed,34038.66,4314.34,2705.99,2144.74,2572.99,27,517.65,82.16,28.19,33118.49,Retail,Central,17,26,Yes,609.11,No
CUST004447,33,Female,Married,Postgraduate,Retired,21719.39,3170.49,715.33,443.4,4505.95,24,468.5,130.01,30.43,19462.03,High Net Worth,Central,9,28,No,309.46,No
CUST004448,65,Male,Single,Undergraduate,Employed,29819.98,4839.31,1305.46,915.27,8136.84,34,570.82,105.99,46.13,10712.87,Private,North,11,49,No,694.4,Yes
CUST004449,39,Male,Single,High School,Self-Employed,94495.61,9940.31,6573.44,5011.86,12243.76,28,537.36,193.93,38.69,49607.29,High Net Worth,South,12,32,No,396.42,No
CUST004450,60,Female,Single,Undergraduate,Employed,70738.46,18188.15,5344.85,4094.99,8546.45,24,208.97,178.83,40.46,8123.56,Retail,Central,4,20,No,625.57,No
CUST004451,43,Female,Married,Postgraduate,Employed,52872.71,11206.71,3323.06,2851.28,4257.08,5,1223.19,178.81,9.28,30486.39,Retail,North,0,85,No,628.36,No
CUST004452,49,Male,Married,High School,Employed,73136.94,19794.59,3847.97,3174.22,12163.3,13,616.96,124.26,22.91,53567.89,High Net Worth,Central,1,46,Yes,804.63,No
CUST004453,67,Male,Single,Undergraduate,Self-Employed,78055.02,27612.84,5894.45,4647.14,5025.51,18,1089.29,98.63,10.39,22220.25,Private,East,2,58,Yes,581.03,No
CUST004454,65,Female,Married,High School,Employed,73996.39,30658.64,1876.03,1680.11,19329.3,17,491.89,137.33,9.35,55513.24,Retail,Central,19,16,No,712.22,No
CUST004455,70,Male,Married,High School,Self-Employed,70257.93,28174.35,5411.75,4093.75,10429,30,942.82,48.74,25.27,58092.99,Retail,West,18,76,No,357.07,No
CUST004456,26,Male,Single,Undergraduate,Employed,29563.07,4575.4,2253.51,1484.25,4954.32,38,148.54,178.94,14,26513.31,Retail,South,1,1,No,844.66,No
CUST004457,57,Male,Married,Undergraduate,Self-Employed,48928,15313.34,2031.79,1675.61,6054.37,19,248.45,68.82,10.73,46867.76,Retail,North,13,46,No,523.93,No
CUST004458,32,Male,Married,Undergraduate,Employed,35359.1,11196.78,1847.99,1597.17,3945.89,22,610.34,168.84,36.28,23937.02,Retail,South,16,32,Yes,773.46,No
CUST004459,43,Female,Single,Postgraduate,Self-Employed,32374.79,3443.19,2473.2,1608.27,4941.95,18,476.23,73.73,1.7,30293.38,Retail,West,16,14,No,723.97,No
CUST004460,48,Female,Married,High School,Employed,73368.99,16410.29,2663.13,1655.02,19983.43,26,594.76,113.96,37.61,42308.19,Private,South,1,14,No,440.78,No
CUST004461,42,Female,Married,High School,Self-Employed,32681.72,12075.03,1361.72,1088.17,7053.19,15,1402.97,159.01,44.93,31550.51,Retail,Central,13,83,Yes,763.89,No
CUST004462,47,Female,Married,Postgraduate,Unemployed,5886.9,1661.91,285.84,183.67,1478.26,28,203.46,90.87,35.24,2669.15,Private,East,18,65,No,452.21,No
CUST004463,79,Male,Married,Undergraduate,Employed,41508.92,18662.72,934.95,739.92,9509.19,30,747.82,84.44,9.66,7248.85,Private,East,19,25,Yes,807.76,No
CUST004464,32,Male,Married,Undergraduate,Employed,37317.55,10769.76,1657.34,1441.38,7083.09,28,377.56,179.82,36.8,35340.87,Private,Central,4,42,No,331.57,Yes
CUST004465,56,Female,Married,Undergraduate,Employed,31716.26,10124.74,2376.9,1983.55,1920.03,20,598.17,32.4,25.1,22022.44,Retail,West,19,13,No,654.64,No
CUST004466,42,Male,Married,Postgraduate,Employed,56385.62,20111.13,1703.7,1363.62,10103.32,4,1047.85,171.48,31.9,38992.24,Private,West,5,53,No,504.25,No
CUST004467,31,Male,Married,Undergraduate,Self-Employed,92858.41,30355.95,6230.3,4740.06,12369.62,4,1462.11,187.08,19.63,45570.38,Private,Central,2,68,No,569.16,No
CUST004468,33,Female,Single,Undergraduate,Employed,50376.54,8354.01,1769.97,1228.52,8210.89,37,1072.62,121.37,9.52,34016.04,Retail,West,7,60,No,535.98,No
CUST004469,76,Male,Married,Undergraduate,Retired,17501.7,6340.4,495.46,441.1,3502.02,15,1338.78,145.27,1.14,6055.84,Retail,Central,15,84,No,736.39,No
CUST004470,71,Male,Married,Undergraduate,Employed,60794.09,29127.75,4006.21,3159.55,4598.35,34,306.16,175.06,37.06,23700.74,Retail,East,1,68,No,841.18,No
CUST004471,73,Female,Married,Postgraduate,Employed,57407.53,17013.37,1156.25,1030.79,20011.25,11,353.95,98.4,21.33,48574.67,Retail,West,8,41,No,377.38,No
CUST004472,79,Female,Divorced,Undergraduate,Employed,64852.71,22988.89,3974.15,2600.61,9797.69,23,1327.48,178.18,12.11,45045.43,Retail,South,13,6,No,582.71,No
CUST004473,34,Male,Divorced,Undergraduate,Employed,56520.92,13971.63,1808,1526.88,8510.23,35,950.53,87.01,31.15,36774.79,Retail,Central,11,26,No,742.17,No
CUST004474,40,Female,Single,Undergraduate,Self-Employed,81003.5,31155.2,4437.83,3176.32,21218.81,35,1208.97,75.16,39.63,37839.55,Private,South,6,91,No,698.99,No
CUST004475,55,Male,Divorced,Undergraduate,Self-Employed,61120.87,27123.26,4420.48,3718.16,7937.85,11,412,196.98,26.44,49881.27,High Net Worth,West,3,22,No,584.53,Yes
CUST004476,45,Male,Married,Undergraduate,Employed,55534.1,17845.84,3732.4,2267.4,11016.98,2,588.03,25.61,38.07,21484.83,Retail,South,0,29,Yes,506.48,No
CUST004477,43,Female,Married,Undergraduate,Self-Employed,97960.13,26294.35,4496.45,3515.5,13919.64,15,213.45,77.52,16.93,65852.74,Retail,Central,0,40,No,617.4,No
CUST004478,40,Female,Divorced,High School,Retired,23106.31,2822.51,1091.04,725.26,4871.98,28,1353.82,102.54,32.65,3127.12,Retail,South,10,66,No,511.17,No
CUST004479,50,Male,Married,Undergraduate,Employed,56135.04,26175.01,3644.89,2682.13,9681.99,31,1438.9,75.96,30.8,47928.1,Retail,East,17,36,No,661.25,Yes
CUST004480,49,Male,Married,Undergraduate,Self-Employed,58558.39,17751.79,4656.04,3110.78,7018.88,32,1300.45,70.79,8.67,30327.42,Retail,South,17,87,No,766.42,No
CUST004481,33,Male,Divorced,High School,Self-Employed,73993.26,30072.94,4159.95,2536.72,16418.3,34,712.05,86.72,36.92,24154.31,Retail,East,2,19,No,643.03,Yes
CUST004482,45,Male,Single,Undergraduate,Employed,68825.95,9170.55,3616.27,3245.02,11543.82,22,577.59,91.65,38.01,18826.21,High Net Worth,South,17,16,No,368.85,Yes
CUST004483,48,Male,Single,Postgraduate,Employed,29793.07,5591.28,2043.94,1340.04,4819.16,29,747.64,32.89,32.83,26975.52,Retail,East,19,88,No,621.24,No
CUST004484,49,Male,Married,Undergraduate,Employed,26044.79,9440.65,1008.46,893.19,5159.46,8,992.66,159.54,18.98,13221.2,Retail,North,13,34,No,552.58,No
CUST004485,35,Male,Divorced,Undergraduate,Employed,39138.8,7875.53,1828.71,1569.27,7187.8,22,704.11,50.28,27.31,10487.83,Retail,South,8,63,No,812.99,Yes
CUST004486,61,Male,Divorced,Undergraduate,Employed,63849.88,9434.82,3440.6,2386.68,13767.14,12,690.27,27.38,21.91,9325.32,Retail,West,10,25,No,623.35,No
CUST004487,21,Male,Single,Undergraduate,Unemployed,7777.41,3427.26,399.84,318.82,928.66,23,703.45,126.27,0.15,4843.53,Retail,East,14,75,No,707.13,No
CUST004488,40,Female,Divorced,Undergraduate,Retired,28273.35,12169.24,1872.17,1166.28,5676.91,38,1142.41,140.35,0.57,11167.1,Retail,East,14,69,Yes,639.44,No
CUST004489,64,Male,Single,High School,Self-Employed,60813.56,8613.72,4209.34,3255.71,10681.92,2,1201.51,156.85,9.85,13242.25,Retail,Central,15,84,No,848.5,No
CUST004490,49,Male,Widowed,Undergraduate,Self-Employed,36958,11924.78,2626.01,2243.41,2831.67,12,1318.75,35.8,45.65,5360.72,Retail,South,10,14,No,744.32,No
CUST004491,37,Female,Married,Undergraduate,Employed,61631.41,19596.14,4345.64,3209.46,6350.59,21,440.18,50.91,31.57,39603.78,High Net Worth,West,13,21,No,734,No
CUST004492,57,Female,Single,Undergraduate,Employed,27672.97,10196.87,1273.29,1002.69,5457,12,320.51,52.82,19.49,25540.05,Private,East,9,90,Yes,560.05,No
CUST004493,49,Male,Single,High School,Employed,44276.68,16017.45,1447.52,1156.22,9857.43,31,583.18,126.86,30.35,25203.12,Retail,East,1,44,No,794.29,No
CUST004494,65,Male,Single,High School,Employed,54368.22,15443.66,2968.2,2090.78,13580.9,9,688.63,180.15,3.19,42045.85,Retail,Central,11,52,No,624.87,No
CUST004495,60,Female,Single,Postgraduate,Retired,21201.66,7625.87,1588.66,1281.41,2693.12,15,1082.61,147.16,5.22,9671.23,Private,West,11,79,No,596.29,No
CUST004496,51,Male,Married,Postgraduate,Employed,40533.63,4607.77,1386.41,1212.39,10338.5,32,1161.1,76.65,4.05,28631.89,Private,Central,12,85,No,627.34,No
CUST004497,46,Female,Single,Undergraduate,Employed,30924.14,3512.51,1917.79,1182.85,4063.2,9,1477.81,173.57,40.85,28998.46,Retail,Central,19,80,No,713.99,No
CUST004498,32,Male,Widowed,Undergraduate,Employed,36557.7,7341.59,2201.56,1716.01,6157.14,24,629.51,140.56,49.99,18745.57,High Net Worth,North,8,75,No,307.73,No
CUST004499,37,Male,Married,Undergraduate,Self-Employed,46759.13,15461.81,2334.75,2038.46,6593.8,8,663.53,143.92,11.18,46570.19,Retail,Central,7,48,No,620.95,No
CUST004500,43,Male,Married,High School,Employed,36300.02,17069.41,2068.86,1487.16,5798.19,28,858.91,192.32,24.13,7058.31,Retail,West,16,78,No,771.19,No
CUST004501,50,Female,Single,Undergraduate,Employed,32500.44,10003.68,2083.66,1320.61,7653.58,18,1248.47,191.07,6.63,14969.77,High Net Worth,East,12,85,No,502.14,No
CUST004502,47,Female,Divorced,Undergraduate,Unemployed,12020.7,1703.37,459.85,358.51,2610.12,37,1025.31,89.42,44.09,2350.83,Retail,Central,8,62,No,407.94,No
CUST004503,38,Male,Married,Undergraduate,Employed,65047.05,23669.13,1633.43,1264.79,22770.45,36,901.72,134.45,7.79,25472.63,Retail,South,0,80,No,364.45,No
CUST004504,18,Male,Divorced,Undergraduate,Employed,27843.35,3663.08,1699.82,1330.28,5335.71,37,1007.37,56.36,26.25,18502.81,Private,Central,0,2,No,617.23,No
CUST004505,46,Male,Widowed,Postgraduate,Employed,61718.88,30411.21,2219.89,1810.44,15983.32,32,750.23,94.14,29.07,33659.74,Retail,West,9,42,Yes,497.74,No
CUST004506,38,Male,Single,Undergraduate,Employed,37082.61,10674.38,2377.77,1912.5,4104.02,21,1162.67,69.21,24.03,10751.74,Retail,East,1,66,No,717.04,No
CUST004507,60,Female,Single,Postgraduate,Self-Employed,66167.6,22845.17,2382.48,1801.82,13336.67,39,205.41,86.13,3.05,58618.19,Private,West,3,28,No,753.01,No
CUST004508,21,Male,Divorced,Postgraduate,Employed,35542.84,4205.04,978.48,633.73,8228.21,29,812.63,141.57,34.27,8938.49,Retail,West,14,5,No,793.78,No
CUST004509,49,Female,Divorced,Undergraduate,Retired,22654.45,10669.33,492.39,352.5,7651.88,18,1229.21,57.84,44.29,4319.62,Retail,South,14,8,Yes,304.76,No
CUST004510,75,Female,Married,Undergraduate,Employed,26771.81,13310.26,1777.47,1276.01,2450.93,23,523.53,52.46,4.5,16096.37,Private,North,6,73,No,747.6,No
CUST004511,33,Female,Married,Undergraduate,Employed,38249.81,19079,1528.68,929.41,6807.71,33,1280.78,88.28,36.4,14993.02,High Net Worth,Central,19,81,No,642.1,No
CUST004512,45,Female,Married,Undergraduate,Self-Employed,72797.76,34012.18,3966.94,3280.71,11464.85,9,1195.97,37.66,41.06,48562.18,Retail,Central,3,83,No,476.77,No
CUST004513,30,Male,Married,Undergraduate,Unemployed,10477.37,3968.06,552.53,447.7,1530.09,38,912.94,166.5,8.16,9473.57,Retail,West,13,42,Yes,484.22,No
CUST004514,52,Male,Single,Undergraduate,Retired,24842.71,5415.19,866.73,526.76,5985.91,4,453.01,192.53,49.7,18404.32,Retail,East,5,26,No,609.24,No
CUST004515,48,Male,Married,Undergraduate,Self-Employed,71198.01,31635.42,2577.09,1934.33,23585.73,16,1305.5,164.24,14.9,17010.53,Retail,North,7,95,No,302.69,No
CUST004516,42,Male,Single,Postgraduate,Employed,25608.3,11086.9,2039.53,1763.14,1452.6,3,141.96,115.65,15.49,20226.63,Retail,East,13,98,No,482.53,No
CUST004517,47,Male,Married,Undergraduate,Employed,59080.35,22968.64,3004.97,2613.49,5607.98,8,929.52,141.34,28.37,28718.53,Private,South,19,93,No,794.08,No
CUST004518,72,Male,Widowed,Undergraduate,Employed,72108.08,28153.57,3417.87,2096.2,10505.54,16,1195.59,165,40.95,29258.08,Retail,South,9,74,No,657.59,Yes
CUST004519,34,Female,Divorced,Undergraduate,Unemployed,12506.01,6102.42,947.91,649.57,1632.28,2,779.56,32.28,22.93,3259.32,Retail,West,9,58,Yes,385.75,No
CUST004520,21,Male,Divorced,High School,Employed,43520.3,15872.96,2463.82,2011.88,4693.92,19,244,95.26,27.29,13524.63,Private,South,1,11,Yes,757.95,No
CUST004521,69,Female,Divorced,High School,Employed,74561.91,14366.17,5046.8,3170.55,16033.72,24,1267.57,45.88,30.85,14003.15,Private,West,17,97,No,700.68,No
CUST004522,49,Female,Married,Undergraduate,Employed,47358.82,9434.95,2253.29,1932.64,8804.29,16,1372.72,36.33,39.63,36734.22,Private,Central,12,95,No,335.71,No
CUST004523,72,Female,Divorced,Undergraduate,Self-Employed,60213.28,23869.42,3059.9,2278.51,9141.55,2,888.63,156.62,32.34,43227.97,Retail,East,15,22,No,830.35,No
CUST004524,50,Male,Divorced,Undergraduate,Employed,67917.28,18534.73,4592.79,3085.98,11065.79,32,1202.02,174.45,8.46,47459.95,High Net Worth,South,9,54,No,752.51,No
CUST004525,66,Male,Divorced,Postgraduate,Self-Employed,80455.84,8808.81,2269.6,1540.15,15226.69,1,955,35.08,30.01,18104.7,High Net Worth,Central,15,93,No,378.49,No
CUST004526,43,Male,Married,Undergraduate,Self-Employed,82773.24,39123.88,6222.75,4052.69,9901.83,18,902.6,52.18,10.64,10946.47,Private,West,17,41,Yes,779.82,No
CUST004527,61,Male,Single,Undergraduate,Employed,33616.18,8105.32,2678.11,1615.28,4184.73,39,283.08,59.75,21.8,26983.96,Retail,South,17,85,No,809.18,No
CUST004528,73,Male,Single,Undergraduate,Unemployed,14772.44,7093.4,596.14,385.65,4870.3,32,711.51,174.25,43.29,14713.59,Retail,Central,3,40,No,580.13,No
CUST004529,49,Female,Single,High School,Retired,23463.43,4736.5,590.47,357.22,6799.29,9,1050.31,184.44,6.19,9499.53,Retail,North,16,12,No,459.25,No
CUST004530,33,Male,Widowed,Undergraduate,Employed,43964.39,7185.13,1831.69,1466.19,7939.42,3,736.28,157.7,18.1,32733.73,Retail,West,4,16,No,610.08,No
CUST004531,37,Male,Married,Postgraduate,Employed,65359.82,26883.38,3319.74,2986.75,6541.4,24,964.87,163.35,28.08,46975.45,Private,West,18,43,Yes,680.84,Yes
CUST004532,34,Female,Divorced,High School,Employed,48750.76,9624.98,3634.02,2728.86,7493.29,11,1352.73,81.68,43.54,23397.77,Retail,South,2,26,Yes,439.99,Yes
CUST004533,36,Male,Married,High School,Employed,71220.3,21882.85,2324.16,1889.95,21461.97,28,612.71,93.5,38.95,18159.44,Private,North,11,94,Yes,454.5,No
CUST004534,38,Male,Married,Undergraduate,Self-Employed,88817.51,14634.87,1951.14,1198.1,35806.36,16,1259.88,70.49,21.2,82354.6,Retail,North,3,87,No,723.56,Yes
CUST004535,48,Female,Single,High School,Employed,53721.75,15417.7,2838,1855,13373.51,29,140.66,192.51,24.97,9203.58,Retail,Central,9,97,Yes,668.3,Yes
CUST004536,50,Male,Single,Postgraduate,Self-Employed,50064.49,23604.77,3244.1,2279.58,7976.9,12,1293.73,150.98,42.31,36542.83,Retail,West,16,88,No,494.72,No
CUST004537,43,Female,Married,High School,Employed,63382.39,8679.71,5050.05,3747.92,8201.14,4,249.35,81.44,43.85,26780.98,Retail,North,17,6,No,503.78,No
CUST004538,52,Male,Married,Undergraduate,Employed,74128.95,10815.17,3415.93,2531.55,16019.1,26,550.02,44.42,26.43,47540,Retail,West,5,98,No,702.73,No
CUST004539,29,Female,Single,Undergraduate,Employed,55012.34,9024.31,1417.18,869.56,19285.93,4,818.82,55.07,9.96,12973.84,Retail,North,2,19,No,489.63,No
CUST004540,30,Male,Married,Undergraduate,Self-Employed,81986.32,34932.99,5374.94,4090.99,13321.83,11,1010.05,56.74,24.91,43293.11,Retail,South,4,23,No,469.78,No
CUST004541,33,Male,Married,Undergraduate,Employed,52461.98,25183.77,2824.48,1925.17,12590.96,2,1434.36,130.67,46.34,49542.02,Private,West,3,25,No,721.78,No
CUST004542,47,Female,Divorced,Undergraduate,Employed,66607.71,14329.18,1654,1258.01,11596.2,31,529.84,182.53,30.53,51697.05,Retail,North,5,93,Yes,529.39,No
CUST004543,35,Male,Single,Postgraduate,Retired,16922.01,5745.88,1253.62,906.32,1536.35,3,219.49,176.36,38.66,14811.72,Retail,West,16,16,No,735.19,Yes
CUST004544,37,Male,Married,High School,Employed,47124.42,20673.13,2287.02,1487.3,13783.41,25,742.37,32.55,0.94,10192.32,Retail,South,1,2,No,741.18,No
